,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,last_trip,churn,King's Landing,Winterfell,iPhone
2505,3.68,5.0,5.0,1.0,Winterfell,2014-01-30,iPhone,2014-01-07,0.0,1,0,100.0,2014-01-30,1,0,1,1
2508,1.24,5.0,5.0,1.0,Astapor,2014-02-22,Android,2014-01-26,0.0,1,1,100.0,2014-02-22,1,0,0,0
2509,1.51,4.0,5.0,1.0,Winterfell,2014-06-20,iPhone,2014-01-25,0.0,1,0,100.0,2014-06-20,0,0,1,1
2512,5.31,5.0,4.5,1.0,Winterfell,2014-04-06,Android,2014-01-18,0.0,0,0,0.0,2014-04-06,1,0,1,0
2513,2.2,5.0,4.5,1.0,King's Landing,2014-03-11,iPhone,2014-01-07,0.0,1,0,100.0,2014-03-11,1,1,0,1
2514,2.88,5.0,5.0,1.17,Astapor,2014-04-19,Android,2014-01-31,33.3,0,0,66.7,2014-04-19,1,0,0,0
2515,9.72,4.6,5.0,1.0,Astapor,2014-03-21,iPhone,2014-01-11,0.0,2,0,100.0,2014-03-21,1,0,0,1
2518,6.56,4.1,4.4,1.0,Winterfell,2014-05-19,Android,2014-01-18,0.0,5,0,53.8,2014-05-19,1,0,1,0
2519,2.6,5.0,3.0,1.0,Winterfell,2014-05-18,iPhone,2014-01-02,0.0,0,0,0.0,2014-05-18,1,0,1,1
2520,3.85,4.8,4.3,1.0,Astapor,2014-05-29,Android,2014-01-03,0.0,4,0,100.0,2014-05-29,1,0,0,0
2521,2.51,5.0,4.5,1.13,Astapor,2014-01-19,iPhone,2014-01-18,50.0,2,0,0.0,2014-01-19,1,0,0,1
2524,0.75,5.0,4.5,1.0,Astapor,2014-01-21,Android,2014-01-19,0.0,2,0,50.0,2014-01-21,1,0,0,0
2527,9.32,4.5,5.0,1.0,King's Landing,2014-01-12,iPhone,2014-01-09,0.0,2,0,50.0,2014-01-12,1,1,0,1
2528,4.62,5.0,5.0,1.06,Astapor,2014-05-30,Android,2014-01-25,25.0,0,0,100.0,2014-05-30,1,0,0,0
2529,3.39,4.7,4.5,1.0,Astapor,2014-05-18,Android,2014-01-21,0.0,3,0,63.6,2014-05-18,1,0,0,0
2530,3.93,5.0,5.0,2.5,Astapor,2014-01-12,Android,2014-01-06,100.0,1,0,0.0,2014-01-12,1,0,0,0
2531,2.7,5.0,5.0,1.0,Astapor,2014-02-01,iPhone,2014-01-25,0.0,1,0,0.0,2014-02-01,1,0,0,1
2532,3.99,5.0,5.0,2.5,Winterfell,2014-06-30,iPhone,2014-01-25,100.0,1,1,100.0,2014-06-30,0,0,1,1
2536,9.41,5.0,5.0,1.0,Winterfell,2014-01-16,iPhone,2014-01-15,0.0,1,0,100.0,2014-01-16,1,0,1,1
2537,17.54,3.0,2.0,1.0,Winterfell,2014-01-18,Android,2014-01-18,0.0,1,1,0.0,2014-01-18,1,0,1,0
2539,2.58,4.8,3.7,1.0,Winterfell,2014-03-22,Android,2014-01-21,0.0,3,0,50.0,2014-03-22,1,0,1,0
2541,2.76,5.0,5.0,2.0,Astapor,2014-03-16,Android,2014-01-22,100.0,0,0,0.0,2014-03-16,1,0,0,0
2542,1.89,5.0,5.0,1.08,Astapor,2014-05-25,iPhone,2014-01-03,16.7,3,0,50.0,2014-05-25,1,0,0,1
2543,1.69,5.0,5.0,1.0,Winterfell,2014-03-17,iPhone,2014-01-12,0.0,0,1,0.0,2014-03-17,1,0,1,1
2544,3.79,3.5,1.7,1.0,Winterfell,2014-03-29,iPhone,2014-01-18,0.0,1,0,50.0,2014-03-29,1,0,1,1
2545,1.23,4.2,4.8,1.2,Winterfell,2014-03-16,iPhone,2014-01-18,40.0,0,0,0.0,2014-03-16,1,0,1,1
2547,2.65,5.0,4.7,1.0,Astapor,2014-06-21,iPhone,2014-01-03,0.0,0,0,55.6,2014-06-21,0,0,0,1
2549,3.95,5.0,5.0,1.0,Astapor,2014-06-07,iPhone,2014-01-11,0.0,0,0,0.0,2014-06-07,0,0,0,1
2550,12.98,5.0,5.0,1.0,Astapor,2014-01-06,iPhone,2014-01-05,0.0,1,0,100.0,2014-01-06,1,0,0,1
2554,1.18,4.5,5.0,1.0,Astapor,2014-03-01,Android,2014-01-18,0.0,0,0,100.0,2014-03-01,1,0,0,0
2555,3.43,4.5,4.5,1.0,Winterfell,2014-06-28,Android,2014-01-21,0.0,2,0,50.0,2014-06-28,0,0,1,0
2556,1.23,4.0,5.0,1.0,Astapor,2014-02-27,Android,2014-01-26,0.0,0,0,100.0,2014-02-27,1,0,0,0
2558,1.59,4.6,5.0,1.08,Astapor,2014-06-06,iPhone,2014-01-20,16.7,3,0,66.7,2014-06-06,0,0,0,1
2559,4.6,5.0,5.0,1.0,Astapor,2014-03-30,iPhone,2014-01-26,0.0,1,1,33.3,2014-03-30,1,0,0,1
2561,18.34,5.0,5.0,1.0,Winterfell,2014-06-11,iPhone,2014-01-27,0.0,0,1,100.0,2014-06-11,0,0,1,1
2562,2.17,5.0,4.0,1.0,Winterfell,2014-02-02,Android,2014-01-31,0.0,1,1,0.0,2014-02-02,1,0,1,0
2563,5.05,5.0,5.0,1.0,Astapor,2014-05-15,iPhone,2014-01-18,0.0,0,0,100.0,2014-05-15,1,0,0,1
2565,1.86,5.0,4.0,1.0,Winterfell,2014-06-29,iPhone,2014-01-19,0.0,0,0,66.7,2014-06-29,0,0,1,1
2566,3.26,4.0,5.0,1.19,Astapor,2014-05-24,iPhone,2014-01-08,25.0,0,0,75.0,2014-05-24,1,0,0,1
2568,1.76,4.3,4.0,1.0,Astapor,2014-06-26,iPhone,2014-01-15,0.0,4,0,100.0,2014-06-26,0,0,0,1
2571,2.44,4.6,4.9,1.13,Astapor,2014-06-29,iPhone,2014-01-17,14.5,17,0,40.0,2014-06-29,0,0,0,1
2572,3.59,5.0,5.0,1.0,Winterfell,2014-01-18,iPhone,2014-01-17,0.0,1,1,100.0,2014-01-18,1,0,1,1
2573,8.19,5.0,5.0,1.0,Astapor,2014-06-24,iPhone,2014-01-30,0.0,2,1,100.0,2014-06-24,0,0,0,1
2574,9.99,5.0,5.0,1.0,Astapor,2014-02-21,iPhone,2014-01-21,0.0,1,0,100.0,2014-02-21,1,0,0,1
2575,0.77,5.0,5.0,1.0,King's Landing,2014-05-10,Android,2014-01-12,0.0,0,0,0.0,2014-05-10,1,1,0,0
2576,4.67,5.0,5.0,1.0,Astapor,2014-05-22,Android,2014-01-10,0.0,3,0,100.0,2014-05-22,1,0,0,0
2578,3.97,4.9,4.6,1.52,Winterfell,2014-02-21,Android,2014-01-03,27.3,9,0,72.7,2014-02-21,1,0,1,0
2579,7.34,3.5,5.0,1.0,Winterfell,2014-06-15,iPhone,2014-01-31,0.0,2,1,0.0,2014-06-15,0,0,1,1
2581,1.49,5.0,5.0,1.0,Winterfell,2014-01-19,iPhone,2014-01-19,0.0,1,1,0.0,2014-01-19,1,0,1,1
2585,4.1,4.9,5.0,1.0,Astapor,2014-05-09,Android,2014-01-23,0.0,0,0,77.8,2014-05-09,1,0,0,0
2587,31.66,5.0,5.0,1.0,Astapor,2014-02-01,iPhone,2014-01-31,0.0,1,0,100.0,2014-02-01,1,0,0,1
2591,0.01,5.0,3.0,1.0,Winterfell,2014-02-12,iPhone,2014-01-26,0.0,1,0,100.0,2014-02-12,1,0,1,1
2593,0.85,5.0,5.0,1.0,Winterfell,2014-05-05,iPhone,2014-01-28,0.0,1,0,100.0,2014-05-05,1,0,1,1
2594,1.92,5.0,3.0,1.0,Winterfell,2014-01-19,iPhone,2014-01-19,0.0,1,0,0.0,2014-01-19,1,0,1,1
2595,39.76,5.0,4.0,1.0,Astapor,2014-04-12,iPhone,2014-01-29,0.0,0,1,50.0,2014-04-12,1,0,0,1
2596,1.79,4.5,5.0,1.0,Astapor,2014-01-26,iPhone,2014-01-25,0.0,2,0,0.0,2014-01-26,1,0,0,1
2598,6.49,5.0,4.0,1.0,Winterfell,2014-05-02,iPhone,2014-01-24,0.0,2,1,50.0,2014-05-02,1,0,1,1
2600,6.62,4.8,4.5,1.0,Astapor,2014-05-16,iPhone,2014-01-25,0.0,0,0,80.0,2014-05-16,1,0,0,1
2601,19.91,5.0,4.8,1.0,Astapor,2014-03-27,iPhone,2014-01-29,0.0,1,0,100.0,2014-03-27,1,0,0,1
2605,5.47,3.0,5.0,1.0,Winterfell,2014-02-02,iPhone,2014-01-11,0.0,1,0,0.0,2014-02-02,1,0,1,1
2608,6.25,5.0,5.0,1.0,Astapor,2014-01-19,iPhone,2014-01-18,0.0,1,1,0.0,2014-01-19,1,0,0,1
2609,7.74,5.0,4.5,1.06,Winterfell,2014-02-23,iPhone,2014-01-06,25.0,2,1,50.0,2014-02-23,1,0,1,1
2610,2.46,5.0,5.0,1.13,Winterfell,2014-05-26,iPhone,2014-01-24,50.0,0,0,50.0,2014-05-26,1,0,1,1
2611,18.03,5.0,4.0,1.0,Winterfell,2014-01-14,iPhone,2014-01-13,0.0,1,0,100.0,2014-01-14,1,0,1,1
2612,2.75,5.0,5.0,1.0,Astapor,2014-02-08,iPhone,2014-01-23,0.0,2,0,100.0,2014-02-08,1,0,0,1
2614,2.9,5.0,5.0,1.0,Astapor,2014-03-01,Android,2014-01-07,0.0,4,0,60.0,2014-03-01,1,0,0,0
2615,14.95,5.0,5.0,1.0,Astapor,2014-06-26,iPhone,2014-01-27,0.0,0,0,100.0,2014-06-26,0,0,0,1
2616,5.75,5.0,5.0,1.0,Winterfell,2014-03-12,iPhone,2014-01-03,0.0,0,0,100.0,2014-03-12,1,0,1,1
2620,6.22,5.0,5.0,1.0,Winterfell,2014-06-10,iPhone,2014-01-21,0.0,2,1,100.0,2014-06-10,0,0,1,1
2624,18.01,5.0,5.0,1.0,Winterfell,2014-03-17,Android,2014-01-12,0.0,1,1,100.0,2014-03-17,1,0,1,0
2625,1.82,4.3,5.0,1.0,Winterfell,2014-02-23,iPhone,2014-01-05,0.0,0,0,33.3,2014-02-23,1,0,1,1
2626,5.56,5.0,5.0,1.0,Astapor,2014-01-23,iPhone,2014-01-21,0.0,1,0,100.0,2014-01-23,1,0,0,1
2627,3.07,5.0,5.0,1.0,Astapor,2014-01-14,Android,2014-01-03,0.0,1,0,100.0,2014-01-14,1,0,0,0
2628,2.44,4.8,5.0,1.0,Winterfell,2014-05-20,iPhone,2014-01-09,0.0,0,0,83.3,2014-05-20,1,0,1,1
2631,17.45,5.0,5.0,1.0,Winterfell,2014-05-16,Android,2014-01-29,0.0,1,0,66.7,2014-05-16,1,0,1,0
2632,2.01,4.7,4.0,1.0,Winterfell,2014-03-11,iPhone,2014-01-24,0.0,1,1,100.0,2014-03-11,1,0,1,1
2633,7.07,5.0,5.0,1.0,Astapor,2014-05-17,Android,2014-01-26,0.0,0,0,0.0,2014-05-17,1,0,0,0
2636,1.62,5.0,5.0,1.0,Winterfell,2014-01-29,iPhone,2014-01-16,0.0,3,0,100.0,2014-01-29,1,0,1,1
2637,13.1,5.0,3.0,1.0,Winterfell,2014-01-29,Android,2014-01-21,0.0,2,1,100.0,2014-01-29,1,0,1,0
2638,4.24,4.9,4.9,1.16,Astapor,2014-01-16,Android,2014-01-12,12.5,8,0,62.5,2014-01-16,1,0,0,0
2639,22.02,4.0,5.0,1.0,Astapor,2014-06-21,iPhone,2014-01-08,0.0,1,1,100.0,2014-06-21,0,0,0,1
2640,22.16,5.0,5.0,1.0,King's Landing,2014-02-06,iPhone,2014-01-18,0.0,2,0,100.0,2014-02-06,1,1,0,1
2641,2.85,4.0,5.0,1.0,Winterfell,2014-05-04,Android,2014-01-25,0.0,1,0,25.0,2014-05-04,1,0,1,0
2646,2.72,4.8,4.2,1.08,Astapor,2014-06-27,Android,2014-01-29,15.2,6,0,69.7,2014-06-27,0,0,0,0
2647,0.87,5.0,4.5,1.69,Winterfell,2014-02-12,iPhone,2014-01-10,25.0,3,0,100.0,2014-02-12,1,0,1,1
2648,5.84,5.0,5.0,1.0,Astapor,2014-04-13,iPhone,2014-01-28,0.0,1,0,50.0,2014-04-13,1,0,0,1
2649,7.47,4.5,5.0,1.38,Winterfell,2014-03-19,iPhone,2014-01-07,50.0,0,0,50.0,2014-03-19,1,0,1,1
2653,34.54,5.0,5.0,1.0,Astapor,2014-01-20,Android,2014-01-08,0.0,2,0,50.0,2014-01-20,1,0,0,0
2654,6.25,5.0,4.3,1.0,Astapor,2014-05-27,iPhone,2014-01-29,0.0,0,1,100.0,2014-05-27,1,0,0,1
2657,1.62,5.0,5.0,1.0,Astapor,2014-02-24,iPhone,2014-01-24,0.0,1,0,50.0,2014-02-24,1,0,0,1
2659,15.66,5.0,5.0,1.0,Astapor,2014-02-11,iPhone,2014-01-31,0.0,2,0,100.0,2014-02-11,1,0,0,1
2660,3.5,5.0,5.0,1.0,Winterfell,2014-01-20,Android,2014-01-20,0.0,1,0,100.0,2014-01-20,1,0,1,0
2661,2.2,5.0,5.0,1.0,Astapor,2014-01-24,Android,2014-01-06,0.0,2,0,100.0,2014-01-24,1,0,0,0
2662,17.67,5.0,5.0,1.0,Winterfell,2014-04-08,iPhone,2014-01-25,0.0,0,1,100.0,2014-04-08,1,0,1,1
2668,7.75,5.0,4.0,1.0,Astapor,2014-02-15,iPhone,2014-01-25,0.0,1,0,100.0,2014-02-15,1,0,0,1
2669,10.25,4.7,4.5,1.0,Winterfell,2014-06-25,Android,2014-01-16,0.0,3,1,100.0,2014-06-25,0,0,1,0
2671,3.82,5.0,5.0,1.13,Winterfell,2014-01-26,iPhone,2014-01-24,50.0,2,1,0.0,2014-01-26,1,0,1,1
2674,2.7,5.0,5.0,1.0,Winterfell,2014-05-28,Android,2014-01-01,0.0,0,1,75.0,2014-05-28,1,0,1,0
2675,7.76,5.0,4.3,1.0,Winterfell,2014-04-25,Android,2014-01-25,0.0,3,1,11.1,2014-04-25,1,0,1,0
2676,2.34,5.0,5.0,1.0,Winterfell,2014-05-24,iPhone,2014-01-24,0.0,1,1,0.0,2014-05-24,1,0,1,1
2677,0.86,5.0,4.0,1.0,Winterfell,2014-01-21,Android,2014-01-21,0.0,1,0,100.0,2014-01-21,1,0,1,0
2678,15.89,5.0,5.0,1.0,Astapor,2014-03-23,iPhone,2014-01-26,0.0,3,0,40.0,2014-03-23,1,0,0,1
2679,1.42,5.0,5.0,1.0,Winterfell,2014-06-05,iPhone,2014-01-09,0.0,0,0,100.0,2014-06-05,0,0,1,1
2680,6.23,5.0,5.0,1.0,Astapor,2014-01-19,Android,2014-01-19,0.0,1,0,0.0,2014-01-19,1,0,0,0
2681,13.22,5.0,5.0,1.0,King's Landing,2014-01-30,iPhone,2014-01-30,0.0,1,0,100.0,2014-01-30,1,1,0,1
2682,9.99,5.0,4.0,1.0,Winterfell,2014-01-21,iPhone,2014-01-18,0.0,2,1,100.0,2014-01-21,1,0,1,1
2683,2.85,4.0,4.0,1.25,King's Landing,2014-01-21,Android,2014-01-11,100.0,1,0,100.0,2014-01-21,1,1,0,0
2685,6.77,5.0,5.0,1.0,Winterfell,2014-01-20,Android,2014-01-19,0.0,1,0,0.0,2014-01-20,1,0,1,0
2688,9.94,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-18,0.0,1,0,0.0,2014-01-19,1,0,1,0
2689,3.63,3.4,4.7,1.0,Winterfell,2014-04-27,iPhone,2014-01-25,0.0,1,0,20.0,2014-04-27,1,0,1,1
2690,6.47,5.0,5.0,1.0,Winterfell,2014-04-06,iPhone,2014-01-04,0.0,0,0,0.0,2014-04-06,1,0,1,1
2691,7.18,5.0,5.0,1.38,Astapor,2014-01-11,iPhone,2014-01-10,50.0,2,0,100.0,2014-01-11,1,0,0,1
2692,16.92,5.0,5.0,1.0,King's Landing,2014-03-10,iPhone,2014-01-26,0.0,0,0,66.7,2014-03-10,1,1,0,1
2693,5.16,4.9,3.8,1.2,Winterfell,2014-01-14,Android,2014-01-05,21.4,14,1,71.4,2014-01-14,1,0,1,0
2698,12.78,5.0,5.0,1.0,King's Landing,2014-06-03,iPhone,2014-01-27,0.0,4,1,100.0,2014-06-03,0,1,0,1
2699,4.78,5.0,5.0,1.06,Astapor,2014-05-23,Android,2014-01-13,25.0,2,0,50.0,2014-05-23,1,0,0,0
2700,0.95,3.0,5.0,1.0,Winterfell,2014-01-22,Android,2014-01-22,0.0,2,0,100.0,2014-01-22,1,0,1,0
2701,4.08,5.0,4.0,1.0,Winterfell,2014-01-03,iPhone,2014-01-02,0.0,1,0,100.0,2014-01-03,1,0,1,1
2703,2.25,4.3,4.8,1.0,Winterfell,2014-03-15,Android,2014-01-23,0.0,1,0,66.7,2014-03-15,1,0,1,0
2706,1.37,5.0,4.0,1.0,Astapor,2014-01-19,iPhone,2014-01-19,0.0,2,0,0.0,2014-01-19,1,0,0,1
2707,1.25,3.4,4.3,1.0,Winterfell,2014-03-08,Android,2014-01-25,0.0,4,0,60.0,2014-03-08,1,0,1,0
2708,1.84,4.0,4.0,1.0,Astapor,2014-01-07,iPhone,2014-01-04,0.0,1,0,100.0,2014-01-07,1,0,0,1
2709,2.77,5.0,5.0,1.0,King's Landing,2014-04-05,Android,2014-01-26,0.0,0,0,0.0,2014-04-05,1,1,0,0
2711,20.93,5.0,5.0,1.0,Winterfell,2014-05-22,Android,2014-01-25,0.0,2,0,66.7,2014-05-22,1,0,1,0
2712,3.34,4.8,4.7,1.04,Astapor,2014-03-02,iPhone,2014-01-13,17.6,0,0,82.4,2014-03-02,1,0,0,1
2714,1.27,4.3,5.0,1.42,Astapor,2014-04-24,Android,2014-01-25,50.0,4,0,33.3,2014-04-24,1,0,0,0
2715,4.37,4.5,4.0,1.13,Winterfell,2014-06-21,Android,2014-01-07,50.0,0,0,0.0,2014-06-21,0,0,1,0
2717,4.21,5.0,5.0,1.0,Astapor,2014-01-29,iPhone,2014-01-16,0.0,1,0,100.0,2014-01-29,1,0,0,1
2719,9.25,4.9,4.1,1.0,King's Landing,2014-01-22,iPhone,2014-01-08,0.0,9,0,100.0,2014-01-22,1,1,0,1
2720,3.81,3.5,1.0,1.0,Winterfell,2014-02-06,Android,2014-01-22,0.0,2,0,100.0,2014-02-06,1,0,1,0
2725,7.13,4.3,5.0,1.19,Winterfell,2014-05-09,Android,2014-01-20,11.1,4,0,77.8,2014-05-09,1,0,1,0
2726,0.01,5.0,5.0,1.0,Winterfell,2014-03-04,iPhone,2014-01-17,0.0,0,0,100.0,2014-03-04,1,0,1,1
2727,4.68,5.0,5.0,1.0,Winterfell,2014-05-02,Android,2014-01-24,0.0,0,0,100.0,2014-05-02,1,0,1,0
2728,7.99,5.0,4.0,1.0,Astapor,2014-04-26,Android,2014-01-11,0.0,0,0,100.0,2014-04-26,1,0,0,0
2731,8.14,5.0,5.0,1.0,Winterfell,2014-04-03,Android,2014-01-21,0.0,0,1,100.0,2014-04-03,1,0,1,0
2732,8.65,5.0,5.0,1.0,Winterfell,2014-05-14,Android,2014-01-07,0.0,0,0,100.0,2014-05-14,1,0,1,0
2733,1.8,5.0,4.0,1.0,Winterfell,2014-01-06,iPhone,2014-01-06,0.0,1,0,100.0,2014-01-06,1,0,1,1
2740,1.46,5.0,4.0,1.0,Winterfell,2014-01-07,iPhone,2014-01-06,0.0,1,0,100.0,2014-01-07,1,0,1,1
2741,3.03,5.0,5.0,1.0,Winterfell,2014-06-15,iPhone,2014-01-04,0.0,2,0,33.3,2014-06-15,0,0,1,1
2742,8.73,5.0,4.3,1.04,King's Landing,2014-06-23,iPhone,2014-01-14,14.3,5,0,100.0,2014-06-23,0,1,0,1
2743,2.63,5.0,3.5,1.0,Astapor,2014-05-03,iPhone,2014-01-30,0.0,1,1,100.0,2014-05-03,1,0,0,1
2744,3.59,4.7,5.0,1.19,Astapor,2014-04-19,iPhone,2014-01-25,33.3,9,0,44.4,2014-04-19,1,0,0,1
2745,11.07,5.0,5.0,1.0,Winterfell,2014-06-02,iPhone,2014-01-22,0.0,0,1,100.0,2014-06-02,0,0,1,1
2746,2.01,4.8,3.3,1.0,Astapor,2014-01-17,iPhone,2014-01-14,0.0,4,1,100.0,2014-01-17,1,0,0,1
2747,3.7,4.7,4.8,1.0,Winterfell,2014-02-04,Android,2014-01-17,0.0,7,0,42.9,2014-02-04,1,0,1,0
2750,16.47,5.0,4.0,1.0,Winterfell,2014-01-05,iPhone,2014-01-04,0.0,1,0,0.0,2014-01-05,1,0,1,1
2752,5.49,5.0,3.5,1.0,Astapor,2014-02-12,iPhone,2014-01-10,0.0,0,1,100.0,2014-02-12,1,0,0,1
2753,3.16,5.0,4.8,1.0,Astapor,2014-05-10,iPhone,2014-01-12,0.0,0,0,75.0,2014-05-10,1,0,0,1
2755,8.6,4.0,4.5,1.0,Astapor,2014-03-26,Android,2014-01-16,0.0,1,0,100.0,2014-03-26,1,0,0,0
2756,4.01,5.0,5.0,1.0,Astapor,2014-01-15,iPhone,2014-01-15,0.0,1,0,100.0,2014-01-15,1,0,0,1
2757,12.84,5.0,4.0,1.0,Winterfell,2014-03-21,iPhone,2014-01-20,0.0,0,1,100.0,2014-03-21,1,0,1,1
2758,1.99,5.0,5.0,1.0,Astapor,2014-05-18,iPhone,2014-01-04,0.0,0,0,50.0,2014-05-18,1,0,0,1
2760,4.24,4.7,5.0,1.08,Astapor,2014-06-25,iPhone,2014-01-07,14.3,4,0,100.0,2014-06-25,0,0,0,1
2763,2.3,5.0,5.0,1.0,Astapor,2014-01-17,iPhone,2014-01-13,0.0,2,0,100.0,2014-01-17,1,0,0,1
2765,1.88,5.0,5.0,1.0,King's Landing,2014-06-22,Android,2014-01-16,0.0,0,0,50.0,2014-06-22,0,1,0,0
2770,4.22,5.0,5.0,1.0,Winterfell,2014-01-02,iPhone,2014-01-02,0.0,1,0,100.0,2014-01-02,1,0,1,1
2775,9.41,4.0,5.0,1.0,Astapor,2014-01-18,iPhone,2014-01-17,0.0,1,0,0.0,2014-01-18,1,0,0,1
2776,1.14,5.0,5.0,1.0,King's Landing,2014-03-07,Android,2014-01-30,0.0,0,0,100.0,2014-03-07,1,1,0,0
2777,2.7,5.0,4.0,1.0,Winterfell,2014-01-13,iPhone,2014-01-05,0.0,2,0,100.0,2014-01-13,1,0,1,1
2778,6.81,4.8,5.0,1.0,King's Landing,2014-06-20,Android,2014-01-26,0.0,1,0,100.0,2014-06-20,0,1,0,0
2779,2.83,4.5,4.5,1.0,Winterfell,2014-01-21,Android,2014-01-20,0.0,2,0,100.0,2014-01-21,1,0,1,0
2780,8.04,5.0,5.0,1.0,Winterfell,2014-01-06,iPhone,2014-01-06,0.0,2,1,100.0,2014-01-06,1,0,1,1
2781,2.11,5.0,5.0,1.0,Winterfell,2014-03-30,Android,2014-01-18,0.0,1,0,0.0,2014-03-30,1,0,1,0
2782,3.41,4.7,4.7,1.0,King's Landing,2014-05-19,iPhone,2014-01-18,0.0,2,0,0.0,2014-05-19,1,1,0,1
2787,2.5,4.8,4.2,1.0,Winterfell,2014-04-23,iPhone,2014-01-17,0.0,7,0,75.0,2014-04-23,1,0,1,1
2788,7.63,5.0,4.0,1.0,Astapor,2014-04-06,iPhone,2014-01-18,0.0,0,0,0.0,2014-04-06,1,0,0,1
2789,6.14,5.0,4.0,1.0,Winterfell,2014-01-19,Android,2014-01-11,0.0,1,0,0.0,2014-01-19,1,0,1,0
2791,3.12,5.0,5.0,1.0,Winterfell,2014-04-22,Android,2014-01-23,0.0,0,0,100.0,2014-04-22,1,0,1,0
2796,2.74,3.7,4.0,1.0,Winterfell,2014-03-28,iPhone,2014-01-24,0.0,2,0,100.0,2014-03-28,1,0,1,1
2797,9.93,4.5,5.0,1.0,Astapor,2014-02-18,iPhone,2014-01-13,0.0,0,0,100.0,2014-02-18,1,0,0,1
2799,2.46,5.0,5.0,1.0,Winterfell,2014-02-13,Android,2014-01-13,0.0,0,0,100.0,2014-02-13,1,0,1,0
2800,3.96,5.0,5.0,1.0,Astapor,2014-06-28,iPhone,2014-01-18,0.0,5,0,30.0,2014-06-28,0,0,0,1
2801,4.82,5.0,5.0,1.0,Winterfell,2014-01-10,iPhone,2014-01-09,0.0,1,1,100.0,2014-01-10,1,0,1,1
2802,5.2,5.0,5.0,1.25,King's Landing,2014-01-20,Android,2014-01-17,50.0,4,0,25.0,2014-01-20,1,1,0,0
2803,2.66,5.0,5.0,1.38,Winterfell,2014-01-19,iPhone,2014-01-07,50.0,2,0,50.0,2014-01-19,1,0,1,1
2805,15.4,5.0,5.0,1.0,King's Landing,2014-02-20,iPhone,2014-01-14,0.0,1,0,100.0,2014-02-20,1,1,0,1
2807,1.93,5.0,5.0,1.0,Astapor,2014-04-30,Android,2014-01-19,0.0,0,0,100.0,2014-04-30,1,0,0,0
2808,8.84,5.0,5.0,1.0,Winterfell,2014-04-12,iPhone,2014-01-17,0.0,0,0,100.0,2014-04-12,1,0,1,1
2810,2.29,3.9,4.7,1.27,King's Landing,2014-03-09,iPhone,2014-01-10,14.3,9,1,42.9,2014-03-09,1,1,0,1
2812,2.01,5.0,4.0,1.0,Astapor,2014-01-20,iPhone,2014-01-16,0.0,4,0,25.0,2014-01-20,1,0,0,1
2815,2.99,5.0,5.0,1.0,Winterfell,2014-01-08,iPhone,2014-01-08,0.0,1,1,100.0,2014-01-08,1,0,1,1
2821,10.51,5.0,5.0,1.0,Astapor,2014-04-23,Android,2014-01-23,0.0,1,1,100.0,2014-04-23,1,0,0,0
2824,3.93,5.0,5.0,1.0,Astapor,2014-06-19,Android,2014-01-17,0.0,1,1,100.0,2014-06-19,0,0,0,0
2826,7.71,5.0,4.0,1.0,Astapor,2014-02-21,Android,2014-01-19,0.0,1,1,50.0,2014-02-21,1,0,0,0
2829,1.24,5.0,3.0,1.0,Astapor,2014-02-17,iPhone,2014-01-29,0.0,2,1,0.0,2014-02-17,1,0,0,1
2830,1.39,5.0,5.0,1.0,Astapor,2014-05-21,iPhone,2014-01-27,0.0,0,0,100.0,2014-05-21,1,0,0,1
2832,9.03,5.0,4.0,1.0,Astapor,2014-01-31,Android,2014-01-23,0.0,2,1,100.0,2014-01-31,1,0,0,0
2833,1.9,5.0,5.0,1.0,Winterfell,2014-06-04,iPhone,2014-01-29,0.0,0,0,100.0,2014-06-04,0,0,1,1
2837,2.41,5.0,5.0,1.0,Winterfell,2014-02-11,iPhone,2014-01-20,0.0,1,0,100.0,2014-02-11,1,0,1,1
2839,13.4,5.0,4.0,1.0,Winterfell,2014-01-13,iPhone,2014-01-07,0.0,1,1,100.0,2014-01-13,1,0,1,1
2842,24.07,5.0,5.0,1.0,King's Landing,2014-02-02,Android,2014-01-10,0.0,1,0,0.0,2014-02-02,1,1,0,0
2843,2.76,5.0,5.0,1.04,King's Landing,2014-01-08,iPhone,2014-01-04,14.3,7,0,100.0,2014-01-08,1,1,0,1
2845,1.94,5.0,5.0,1.0,King's Landing,2014-06-29,iPhone,2014-01-27,0.0,0,0,0.0,2014-06-29,0,1,0,1
2846,4.24,5.0,5.0,1.0,Winterfell,2014-02-09,Android,2014-01-30,0.0,1,0,0.0,2014-02-09,1,0,1,0
2849,3.52,5.0,4.5,1.0,Astapor,2014-03-18,Android,2014-01-15,0.0,0,1,100.0,2014-03-18,1,0,0,0
2851,3.87,5.0,4.0,1.0,Astapor,2014-03-15,iPhone,2014-01-18,0.0,1,1,50.0,2014-03-15,1,0,0,1
2852,10.39,5.0,5.0,1.0,Astapor,2014-02-13,Android,2014-01-22,0.0,1,0,100.0,2014-02-13,1,0,0,0
2854,6.96,5.0,5.0,1.13,Astapor,2014-03-01,Android,2014-01-10,25.0,1,0,50.0,2014-03-01,1,0,0,0
